player_id,player_name,trips,trip_ftm,trip_fta,technical_ftm,technical_fta,n_shootingFoul2,n_shootingFoul3,n_bonus,n_andOne,n_flagrant,n_awayFromPlay,n_transitionTake,n_clearPath
202695,K. Leonard,158,240,272,13,14,78,0,36,44,0,0,0,0
1630166,D. Avdija,158,200,271,2,2,97,2,11,45,1,0,2,0
203932,A. Gordon,155,177,269,0,0,100,0,15,40,0,0,0,0
202331,P. George,145,241,265,23,26,83,6,25,28,0,0,3,0
1628374,L. Markkanen,140,233,261,16,16,81,4,33,16,0,5,1,0
203994,J. Nurkić,144,167,261,0,0,93,0,22,27,2,0,0,0
1629632,C. White,140,214,256,4,4,85,3,25,25,0,2,0,0
1627749,D. Murray,138,203,255,5,7,81,7,20,29,1,0,0,0
1630559,A. Reaves,140,215,251,17,21,61,5,40,31,0,0,3,0
1630567,S. Barnes,135,190,241,6,10,79,2,22,30,0,0,1,1
1630595,C. Cunningham,128,208,237,30,37,83,5,16,21,0,0,3,0
1628398,K. Kuzma,136,182,236,4,4,87,1,11,36,0,1,0,0
1630193,I. Quickley,125,197,232,12,13,85,3,16,20,0,0,1,0
1626162,K. Oubre Jr.,129,173,230,1,2,89,2,7,29,1,0,1,0
1629640,K. Johnson,123,174,220,1,1,83,2,10,28,0,0,0,0
1631097,B. Mathurin,122,179,218,5,6,83,2,9,27,0,1,0,0
203083,A. Drummond,117,129,218,0,0,86,0,14,16,0,0,0,1
1631114,J. Williams,120,177,218,3,3,83,0,15,22,0,0,0,0
1641718,K. George,114,183,215,6,8,69,11,10,24,0,0,0,0
203915,S. Dinwiddie,112,169,209,0,1,69,8,11,23,0,0,0,1
202699,T. Harris,118,185,208,2,5,76,2,11,27,0,0,2,0
203991,C. Capela,114,130,206,0,0,86,0,6,22,0,0,0,0
202685,J. Valančiūnas,111,161,205,0,0,82,1,10,17,0,1,0,0
1629673,J. Poole,116,179,204,13,15,63,3,17,29,1,0,2,1
1629021,M. Wagner,120,166,204,0,0,75,1,6,36,1,0,1,0
1628970,M. Bridges,121,168,204,6,7,69,2,10,40,0,0,0,0
1630703,S. Henderson,109,167,204,0,0,73,4,14,16,0,1,1,0
1630180,S. Bey,115,170,203,0,0,80,1,5,27,2,0,0,0
1630175,C. Anthony,109,170,203,10,15,71,1,21,15,0,0,1,0
1627747,C. LeVert,106,154,201,0,0,77,2,14,13,0,0,0,0
203471,D. Schröder,108,169,200,9,13,59,2,26,16,3,0,2,0
1629651,N. Claxton,111,108,196,0,0,64,0,20,25,1,1,0,0
1630169,T. Haliburton,119,166,195,28,32,54,1,20,42,0,0,2,0
1627832,F. VanVleet,108,168,195,29,34,63,1,21,18,0,2,2,1
1629631,D. Hunter,108,164,193,2,3,59,6,13,28,0,0,1,1
203952,A. Wiggins,100,142,189,0,0,80,2,5,13,0,0,0,0
202681,K. Irving,106,172,189,18,21,54,5,19,26,0,2,0,0
203903,J. Clarkson,98,165,188,12,13,56,9,16,16,0,1,0,0
1630170,D. Vassell,106,153,188,8,13,59,8,7,31,0,0,1,0
1628381,J. Collins,105,147,185,0,0,64,0,16,23,0,2,0,0
1626179,T. Rozier,96,160,185,12,13,50,12,15,17,0,2,0,0
1631095,J. Smith Jr.,101,149,184,1,1,68,2,10,19,2,0,0,0
1628370,M. Monk,98,151,182,19,23,61,2,18,14,1,0,2,0
1631105,J. Duren,105,143,181,0,0,66,0,10,29,0,0,0,0
203482,K. Olynyk,99,150,180,0,0,55,1,23,19,1,0,0,0
1630208,N. Richards,98,132,179,0,0,73,0,7,17,1,0,0,0
1626156,D. Russell,96,150,179,9,13,55,4,20,17,0,0,0,0
1629655,D. Gafford,98,118,175,0,0,68,0,9,20,0,1,0,0
1631170,J. Jaquez Jr.,98,142,175,0,0,66,0,11,20,0,0,1,0
203084,H. Barnes,96,136,174,21,22,66,1,9,19,1,0,0,0
1626181,N. Powell,89,142,171,1,1,54,9,8,16,1,0,1,0
1630596,E. Mobley,96,123,171,0,0,63,0,12,21,0,0,0,0
1631133,J. Walker,96,129,171,0,0,60,0,14,21,0,0,0,1
1641706,B. Miller,97,140,169,3,4,56,3,8,26,1,1,2,0
1627750,J. Murray,93,144,168,13,16,44,5,20,16,1,1,6,0
203501,T. Hardaway Jr.,91,142,167,2,2,40,8,17,21,3,0,2,0
1627826,I. Zubac,88,120,166,0,0,68,0,10,10,0,0,0,0
1628380,Z. Collins,91,122,162,0,0,49,0,21,20,0,0,0,1
1629636,D. Garland,87,134,161,12,14,55,3,13,15,0,1,0,0
201566,R. Westbrook,89,110,160,0,0,63,0,8,18,0,0,0,0
1630529,H. Jones,85,136,157,1,1,57,0,15,11,0,0,2,0
1628392,I. Hartenstein,93,111,157,0,0,51,0,10,29,3,0,0,0
1629014,A. Simons,85,143,157,20,21,55,4,10,15,1,0,0,0
1630557,C. Kispert,90,112,155,2,2,47,2,14,26,0,0,1,0
203992,B. Bogdanović,80,143,155,8,9,47,8,12,13,0,0,0,0
1641708,A. Thompson,91,106,155,0,0,55,0,8,27,1,0,0,0
202692,A. Burks,79,134,154,11,13,52,6,11,9,0,0,1,0
1630591,J. Suggs,85,117,154,1,2,49,0,19,16,1,0,0,0
1629652,L. Dort,83,126,153,2,2,58,1,9,14,1,0,0,0
1641713,G. Jackson,81,114,151,1,2,62,0,8,11,0,0,0,0
201145,J. Green,83,122,149,0,0,58,0,8,17,0,0,0,0
1630552,J. Johnson,85,107,147,0,0,53,0,8,23,1,0,0,0
1628415,D. Brooks,78,123,146,1,1,56,2,9,11,0,0,0,0
1628960,G. Allen,79,128,146,1,1,44,3,16,15,1,0,0,0
1629675,N. Reid,81,107,146,2,2,57,0,7,16,1,0,0,0
1628401,D. White,82,131,145,6,7,54,0,9,19,0,0,0,0
202711,B. Bogdanović,80,113,145,4,4,49,1,14,13,0,1,2,0
1631110,J. Sochan,79,111,144,0,0,57,0,7,14,1,0,0,0
1630217,D. Bane,81,124,143,16,18,46,1,12,13,1,5,3,0
1629023,P. Washington,82,97,143,2,2,51,0,10,21,0,0,0,0
1628971,B. Brown,81,116,141,1,1,48,0,12,20,0,0,1,0
1629684,G. Williams,77,104,138,2,2,42,0,15,16,3,1,0,0
203937,K. Anderson,74,97,137,0,0,54,0,9,11,0,0,0,0
1630171,I. Okoro,79,93,137,0,0,53,0,4,21,0,0,0,1
1630174,A. Nesmith,78,107,136,0,1,39,3,12,23,1,0,0,0
1627884,D. Jones Jr.,77,97,136,0,0,54,1,3,19,0,0,0,0
203468,C. McCollum,75,112,136,3,3,49,2,8,14,0,2,0,0
1630530,T. Murphy III,72,111,136,12,15,41,4,15,12,0,0,0,0
201572,B. Lopez,77,110,134,0,0,47,0,10,20,0,0,0,0
1629060,R. Hachimura,73,99,134,0,0,52,1,6,13,1,0,0,0
1628976,W. Carter Jr.,74,93,134,0,0,44,0,16,12,0,2,0,0
1631128,C. Braun,74,92,133,1,1,53,0,6,14,0,0,1,0
1631218,T. Jackson-Davis,78,74,132,0,0,51,0,2,22,0,2,0,1
1641731,B. Coulibaly,74,91,130,1,1,50,0,4,18,2,0,0,0
203078,B. Beal,72,105,130,4,4,52,0,5,13,2,0,0,0
202691,K. Thompson,67,116,126,11,11,36,7,9,15,0,0,0,0
1628963,M. Bagley III,71,96,126,0,0,49,0,6,15,0,1,0,0
202696,N. Vučević,73,104,126,2,3,40,0,13,19,0,1,0,0
1626171,B. Portis,69,98,124,0,0,42,0,12,14,1,0,0,0
1630549,D. Sharpe,71,75,123,0,0,45,0,7,19,0,0,0,0
1631099,K. Murray,67,102,123,1,1,43,2,8,11,1,1,1,0
1630581,J. Giddey,71,97,120,3,4,42,0,7,21,0,0,1,0
1641709,A. Thompson,67,71,119,0,0,46,0,6,15,0,0,0,0
1630625,D. Banton,66,94,119,0,1,45,0,8,13,0,0,0,0
1631246,V. Williams Jr.,62,94,119,10,11,39,2,13,5,1,0,2,0
202330,G. Hayward,67,87,118,2,2,47,0,4,16,0,0,0,0
1631101,S. Sharpe,64,97,117,1,2,38,2,10,12,0,1,0,1
203114,K. Middleton,60,97,116,3,4,33,6,10,9,1,0,1,0
1628404,J. Hart,65,91,115,0,0,38,0,11,15,0,0,0,1
1630168,O. Okongwu,65,91,115,1,1,47,0,2,15,1,0,0,0
1630200,T. Jones,60,100,113,1,5,31,0,21,7,1,0,0,0
1627763,M. Brogdon,62,91,112,4,4,38,0,12,12,0,0,0,0
1630173,P. Achiuwa,61,69,112,0,0,44,0,7,10,0,0,0,0
1628978,D. DiVincenzo,56,84,111,2,3,24,8,15,8,0,0,1,0
1641715,C. Whitmore,60,76,111,0,1,47,0,4,8,0,0,1,0
1629008,M. Porter Jr.,59,91,109,1,1,29,7,7,16,0,0,0,0
201567,K. Love,57,85,108,0,0,30,1,19,7,0,0,0,0
1629659,T. Horton-Tucker,61,86,107,2,2,45,0,1,15,0,0,0,0
1627751,J. Poeltl,62,59,107,0,0,36,0,9,17,0,0,0,0
1631222,J. LaRavia,56,89,107,1,2,38,2,8,7,1,0,0,0
1631212,P. Watson,57,70,105,1,1,46,0,2,8,1,0,0,0
1630188,J. Smith,61,72,104,0,0,32,0,10,16,1,2,0,0
1630245,A. Dosunmu,57,84,104,1,1,41,0,6,10,0,0,0,0
201144,M. Conley,54,94,102,8,10,26,3,16,9,0,0,0,0
1629006,J. Okogie,58,76,102,0,0,36,0,9,13,0,0,0,0
1630164,J. Wiseman,60,72,102,0,0,35,0,7,18,0,0,0,0
1630543,I. Jackson,58,73,102,0,0,35,0,9,14,0,0,0,0
1629639,T. Herro,55,88,101,7,10,33,4,6,11,0,0,1,0
1629661,C. Johnson,58,79,101,7,8,35,1,6,14,0,0,2,0
1641739,T. Camara,55,75,99,0,0,34,0,9,11,1,0,0,0
1630167,O. Toppin,58,76,99,1,1,33,0,8,16,0,0,1,0
203486,M. Plumlee,54,70,99,0,0,41,0,4,9,0,0,0,0
1628997,C. Martin,57,77,99,0,0,35,0,6,15,1,0,0,0
1630570,T. Watford,55,77,96,0,1,34,0,7,14,0,0,0,0
1627936,A. Caruso,50,73,96,0,0,31,1,13,5,0,0,0,0
1628981,B. Fernando,54,64,96,0,0,38,0,4,11,0,1,0,0
1629622,M. Strus,49,76,95,1,2,20,7,11,9,1,1,0,0
202704,R. Jackson,51,76,95,3,3,26,2,14,8,0,1,0,0
1630163,L. Ball,51,82,95,8,9,33,1,8,7,1,1,0,0
1629611,T. Mann,53,79,95,0,0,36,0,6,11,0,0,0,0
203897,Z. LaVine,53,80,94,8,9,34,0,7,11,0,0,1,0
1626174,C. Wood,52,66,94,0,0,33,0,9,10,0,0,0,0
203967,D. Šarić,52,79,93,0,0,33,0,8,11,0,0,0,0
203484,K. Caldwell-Pope,49,84,93,17,20,24,3,13,7,0,0,1,1
1630541,M. Moody,52,73,93,0,0,33,2,3,13,0,0,0,1
1629234,D. Eubanks,51,72,93,0,0,32,0,10,8,0,1,0,0
1631117,W. Kessler,52,56,93,0,0,32,0,8,11,1,0,0,0
1630577,J. Champagnie,44,75,92,0,0,27,9,1,6,1,0,0,0
1628449,C. Boucher,52,71,92,0,0,38,0,1,12,1,0,0,0
1641871,D. Reath,52,67,91,2,2,37,0,2,12,0,1,0,0
201976,P. Beverley,49,74,90,0,0,22,1,16,9,1,0,0,0
203939,D. Powell,49,63,89,0,0,29,0,10,8,1,1,0,0
1630583,S. Aldama,50,54,87,0,0,23,2,7,16,2,0,0,0
1629048,G. Bitadze,49,57,87,0,0,25,0,13,10,0,1,0,0
1629018,G. Trent Jr.,48,65,87,9,9,22,6,3,13,1,1,1,1
1631121,B. McGowens,47,66,85,0,0,36,0,2,9,0,0,0,0
1629130,D. Robinson,42,75,85,5,5,17,7,11,5,1,1,0,0
1630191,I. Stewart,47,64,85,0,0,34,0,3,9,1,0,0,0
1628384,O. Anunoby,50,65,85,2,4,32,0,3,15,0,0,0,0
1630194,P. Reed,52,61,85,0,0,32,0,1,19,0,0,0,0
1630230,N. Marshall,45,66,84,2,2,31,2,4,8,0,0,0,0
1626172,K. Looney,47,56,83,0,0,30,0,6,11,0,0,0,0
1629052,O. Brissett,44,50,83,0,0,33,1,3,6,1,0,0,0
201568,D. Gallinari,45,72,82,12,16,29,0,8,7,0,0,1,0
1629637,J. Hayes,48,51,82,0,0,25,0,9,13,0,0,1,0
1628371,J. Isaac,45,59,82,0,0,24,3,6,11,1,0,0,0
1641726,D. Lively II,46,41,81,0,0,29,0,5,11,1,0,0,0
1641710,A. Black,44,49,80,0,0,26,0,10,8,0,0,0,0
1629028,D. Ayton,45,65,79,0,0,29,0,5,11,0,0,0,0
1629001,D. Melton,43,66,79,0,0,23,0,13,7,0,0,0,0
1630183,J. McDaniels,46,57,79,0,0,27,0,6,13,0,0,0,0
1631104,B. Wesley,42,52,78,0,0,35,0,1,6,0,0,0,0
1630702,J. Hardy,42,59,76,0,0,28,0,6,7,0,0,1,0
203995,V. Micić,40,61,75,0,0,25,1,6,7,1,0,0,0
1641764,B. Podziemski,44,48,75,2,4,24,0,5,13,2,0,0,0
203110,D. Green,40,54,74,0,0,25,1,7,7,0,0,0,0
1630533,Z. Williams,37,59,72,3,3,23,4,4,6,0,0,0,0
1629599,A. Coffey,41,61,71,0,0,21,1,7,12,0,0,0,0
201950,J. Holiday,39,59,71,1,1,22,0,10,7,0,0,0,0
1630598,A. Wiggins,40,56,71,0,0,29,0,2,9,0,0,0,0
1641741,R. Council IV,40,53,71,0,0,26,0,5,9,0,0,0,0
200768,K. Lowry,36,58,70,5,5,19,3,9,5,0,0,0,0
1626168,T. Lyles,41,49,70,0,0,21,1,6,12,0,1,0,0
1641722,J. Hawkins,32,56,68,11,12,19,6,5,1,0,0,1,0
203957,D. Exum,36,53,68,0,0,25,1,5,5,0,0,0,0
1631223,D. Roddy,38,47,68,0,0,29,0,1,8,0,0,0,0
1627752,T. Prince,37,50,67,0,1,20,2,6,9,0,0,0,0
1630201,M. Flynn,35,48,67,4,4,20,2,8,5,0,0,0,0
1629011,M. Robinson,35,27,66,0,0,20,0,11,4,0,0,0,0
1630172,P. Williams,35,52,66,0,0,29,0,2,4,0,0,0,0
1629111,J. Landale,36,52,65,0,0,24,0,5,7,0,0,0,0
1626166,C. Payne,35,56,65,2,2,23,2,3,6,0,0,1,0
1631323,S. Fontecchio,36,53,65,1,1,22,2,3,9,0,0,0,0
1631109,M. Williams,34,46,64,0,0,26,0,4,4,0,0,0,0
201569,E. Gordon,36,51,64,0,0,20,2,4,9,0,0,1,0
1629002,C. Metu,35,58,64,0,0,29,0,0,6,0,0,0,0
1629630,J. Morant,35,52,64,0,0,21,1,6,7,0,0,0,0
1631204,M. Sasser,34,55,63,3,3,20,0,9,5,0,0,0,0
1629638,N. Alexander-Walker,34,51,63,1,2,19,1,8,4,0,1,1,0
1630192,Z. Nnaji,34,42,62,0,0,20,0,8,6,0,0,0,0
204456,T. McConnell,37,49,62,0,0,21,0,4,12,0,0,0,0
1626204,L. Nance Jr.,34,47,61,0,0,21,0,6,7,0,0,0,0
1631103,M. Branham,34,51,59,4,4,21,0,4,9,0,0,0,0
1630692,J. Goodwin,32,44,59,0,0,18,0,8,5,1,0,0,0
1627777,G. Niang,32,49,58,2,2,21,1,2,6,1,1,0,0
1629022,L. Walker IV,30,44,58,1,1,18,3,4,5,0,0,0,0
1628372,D. Smith Jr.,31,43,58,0,0,19,1,6,5,0,0,0,0
1626192,P. Connaughton,31,43,57,1,1,13,1,11,6,0,0,0,0
1630182,J. Green,31,39,57,0,0,15,1,8,6,1,0,0,0
1629614,A. Nembhard,31,45,56,0,0,22,0,3,6,0,0,0,0
203935,M. Smart,30,43,56,0,0,10,1,14,5,0,0,0,0
1641854,C. Porter Jr.,32,41,56,0,0,20,0,4,8,0,0,0,0
1630544,T. Mann,34,43,56,2,3,16,1,4,11,0,0,2,0
1629677,L. Samanic,33,44,56,0,0,18,0,5,10,0,0,0,0
1631200,K. Murray,33,37,56,0,0,21,0,2,10,0,0,0,0
1630202,P. Pritchard,29,45,55,1,1,18,1,6,4,0,0,0,0
1630534,O. Agbaji,34,37,55,0,1,17,0,4,13,0,0,0,0
1630590,S. Pippen Jr.,29,41,55,0,0,20,1,4,4,0,0,0,0
1628436,L. Kornet,30,49,54,0,0,20,0,4,6,0,0,0,0
1628988,A. Holiday,29,51,54,7,9,16,1,7,5,0,0,0,0
202687,B. Biyombo,29,26,54,0,0,12,0,13,4,0,0,0,0
1629629,C. Reddish,28,41,54,0,0,21,0,4,2,1,0,0,0
1630700,D. Daniels,28,34,53,0,0,20,0,4,3,0,0,0,1
201599,D. Jordan,30,26,53,0,0,17,0,6,7,0,0,0,0
202684,T. Thompson,28,15,52,0,0,13,0,11,3,0,1,0,0
1630631,J. Alvarado,26,35,52,0,0,17,1,7,1,0,0,0,0
1626224,C. Osman,31,35,52,0,0,15,0,6,10,0,0,0,0
1629670,J. Nwora,30,43,52,1,1,17,1,3,9,0,0,0,0
1630205,L. Stevens,30,40,52,2,2,18,0,4,8,0,0,0,0
1627741,B. Hield,26,45,51,7,8,10,3,7,3,1,0,2,0
1630198,I. Joe,25,44,50,1,2,7,6,6,6,0,0,0,0
1628464,D. Theis,27,38,50,0,0,16,0,6,4,1,0,0,0
1630214,X. Tillman,27,22,50,0,0,18,0,5,4,0,0,0,0
1629003,S. Milton,28,40,49,0,0,16,0,5,7,0,0,0,0
1641711,G. Dick,26,42,49,2,2,13,2,6,4,0,0,1,0
1630647,E. Omoruyi,28,32,49,0,0,20,0,1,7,0,0,0,0
1630540,M. McBride,25,43,49,0,1,10,4,6,5,0,0,0,0
1628964,M. Bamba,27,34,49,0,1,20,0,2,5,0,0,0,0
101108,C. Paul,25,41,48,2,4,5,2,14,4,0,0,0,0
1628418,T. Bryant,26,41,47,0,0,19,0,2,5,0,0,0,0
1626196,J. Richardson,25,44,47,7,7,10,2,8,4,0,1,0,0
1628467,M. Kleber,25,33,47,0,0,13,0,8,3,1,0,0,0
1631107,N. Jović,25,33,47,0,0,17,1,3,4,0,0,0,0
1626158,R. Holmes,26,34,47,0,0,14,0,6,5,1,0,0,0
1627863,D. House Jr.,27,35,46,0,0,18,0,1,8,0,0,0,0
1627827,D. Finney-Smith,24,33,46,0,0,16,0,6,2,0,0,0,0
1630165,K. Hayes,27,30,45,3,5,10,0,8,7,0,1,1,0
1626153,D. Wright,24,37,45,0,0,15,0,6,3,0,0,0,0
1629013,L. Shamet,27,37,45,1,1,11,2,3,11,0,0,0,0
1628989,K. Huerter,25,35,45,1,2,17,0,3,3,0,1,1,0
201580,J. McGee,26,26,45,0,0,17,0,2,7,0,0,0,0
1629656,Q. Grimes,24,34,45,0,0,15,2,2,5,0,0,0,0
1631108,M. Christie,23,36,45,0,1,16,1,4,2,0,0,0,0
1631207,D. Terry,23,25,43,0,0,14,0,6,3,0,0,0,0
202694,M. Morris Sr.,24,35,43,1,1,14,0,5,4,0,0,1,0
1630592,J. Wilson,24,35,43,3,3,12,0,7,5,0,0,0,0
1628966,K. Bates-Diop,25,32,42,0,0,13,0,4,8,0,0,0,0
1630531,J. Springer,22,35,42,0,0,17,0,3,2,0,0,0,0
1630558,D. Mitchell,24,30,42,0,0,12,0,6,6,0,0,0,0
1631230,D. Barlow,22,29,42,0,0,16,0,4,2,0,0,0,0
1631119,J. Williams,23,33,41,0,0,14,0,4,5,0,0,0,0
1641765,O. Prosper,22,28,41,0,0,16,0,3,3,0,0,0,0
1628379,L. Kennard,21,37,41,3,4,3,4,7,2,1,1,3,0
1630197,A. Pokusevski,22,30,41,0,0,18,0,1,3,0,0,0,0
1630231,K. Martin,24,22,41,0,0,15,0,2,7,0,0,0,0
1629726,G. Mathews,19,32,40,2,2,5,8,0,6,0,0,0,0
1641729,B. Sensabaugh,21,36,40,1,1,13,2,2,3,0,0,1,0
1626145,T. Jones,22,31,39,1,1,12,1,3,6,0,0,0,0
203914,G. Harris,23,30,39,4,6,9,0,7,3,0,0,4,0
1630256,J. Tate,22,26,39,0,0,13,0,4,5,0,0,0,0
1630240,S. Lee,20,29,39,0,0,18,0,1,1,0,0,0,0
203469,C. Zeller,21,23,38,0,0,11,0,6,3,0,1,0,0
1641717,C. Wallace,20,29,37,0,0,17,0,0,3,0,0,0,0
1630264,A. Gill,19,29,36,0,0,11,0,6,2,0,0,0,0
1629667,J. McDaniels,20,27,36,0,1,13,1,1,5,0,0,0,0
1629312,H. Highsmith,19,23,36,0,0,7,2,6,4,0,0,0,0
1628470,T. Craig,21,27,36,0,0,10,0,5,6,0,0,0,0
1629020,J. Vanderbilt,21,24,36,0,0,14,0,1,6,0,0,0,0
1631241,J. Freeman-Liberty,19,33,36,0,0,14,0,3,1,0,1,0,0
1631165,K. Ellis,18,26,35,0,0,9,1,6,2,0,0,0,0
1626220,R. O'Neale,18,24,35,0,0,14,0,3,0,0,0,1,0
1628972,T. Brown Jr.,18,30,35,2,2,11,0,6,1,0,0,0,0
1630215,J. Butler,20,30,35,1,1,11,0,4,5,0,0,0,0
203458,A. Len,19,20,34,0,0,13,0,2,4,0,0,0,0
1630572,S. Mamukelashvili,18,25,34,0,0,15,0,1,2,0,0,0,0
203109,J. Crowder,16,25,34,1,2,6,4,4,1,0,1,0,0
1631106,T. Eason,19,21,33,0,0,11,0,3,5,0,0,0,0
1630537,C. Duarte,18,26,33,0,0,11,0,4,2,0,1,0,0
202722,D. Bertans,16,30,33,0,0,3,6,2,2,0,3,0,0
1628365,M. Fultz,20,23,33,0,0,11,0,2,7,0,0,0,0
1630527,B. Boston,17,23,33,0,0,13,0,3,1,0,0,0,0
1628998,C. Martin,18,20,33,0,0,12,1,1,4,0,0,0,0
1627739,K. Dunn,17,22,32,0,0,11,0,4,2,0,0,0,0
1630649,S. Umude,15,28,31,1,1,6,4,2,3,0,0,0,0
1627736,M. Beasley,17,21,31,4,4,8,0,6,3,0,0,0,0
1629650,M. Brown,17,9,31,0,0,13,0,1,3,0,0,0,0
201143,A. Horford,16,26,30,0,0,7,0,7,2,0,0,0,0
1631124,J. Strawther,16,22,30,0,1,7,0,7,2,0,0,0,0
1641730,N. Clowney,17,21,30,0,0,9,0,4,4,0,0,0,0
1641707,T. Hendricks,16,23,29,0,0,9,1,2,4,0,0,0,0
1629680,M. Thybulle,16,22,29,0,0,12,0,1,2,0,1,0,0
203095,E. Fournier,15,23,29,6,7,9,2,1,2,0,0,1,0
1631311,L. Quinones,15,20,29,0,0,12,0,2,1,0,0,0,0
1630209,O. Yurtseven,17,19,28,0,0,8,0,3,6,0,0,0,0
1629674,N. Queta,16,20,28,0,0,11,0,1,4,0,0,0,0
1631116,P. Baldwin Jr.,18,19,28,0,0,7,0,3,8,0,0,0,0
1630699,M. Beauchamp,14,18,27,1,1,13,0,0,1,0,0,0,0
201565,D. Rose,15,24,27,0,0,12,0,0,3,0,0,0,0
1631254,K. Lofton Jr.,16,17,26,0,0,9,0,1,6,0,0,0,0
1629731,D. Wade,14,20,26,0,0,8,0,4,2,0,0,0,0
1641712,R. Rupert,13,19,25,0,0,10,0,2,1,0,0,0,0
1629723,J. Konchar,14,21,25,0,0,6,0,5,3,0,0,0,0
203496,R. Covington,14,21,25,1,1,10,0,0,2,1,0,1,0
1631115,O. Robinson,14,19,25,0,0,9,0,2,3,0,0,0,0
203488,M. Muscala,13,17,25,0,0,8,0,4,1,0,0,0,0
1630568,L. Garza,14,18,25,0,0,9,0,2,3,0,0,0,0
1641767,B. Sheppard,14,22,25,1,1,7,0,4,3,0,0,0,0
1641998,T. Jemison III,14,21,25,0,0,11,0,0,3,0,0,0,0
1641787,T. Evbuomwan,13,17,25,0,0,12,0,0,1,0,0,0,0
203552,S. Curry,14,22,24,6,7,4,2,2,6,0,0,0,0
202083,W. Matthews,12,18,24,0,0,6,1,4,1,0,0,0,0
1631098,J. Davis,12,14,24,0,0,5,1,4,1,1,0,0,0
1630579,J. Sims,15,16,24,0,0,8,0,1,6,0,0,0,0
1630538,B. Hyland,12,18,23,0,0,8,0,3,1,0,0,0,0
1631288,J. Cain,12,18,23,0,0,11,0,0,1,0,0,0,0
1627780,G. Payton II,13,14,23,0,0,8,0,2,3,0,0,0,0
