game_id,player_id,player_name,team_tricode,min,fgm,fga,fta,ftm,pts
0022400001,203991,Clint Capela,ATL,16.87,8,11,4,2,18
0022400001,1626204,Larry Nance Jr.,ATL,27.43,7,10,0,0,19
0022400001,1629726,Garrison Mathews,ATL,23.22,0,3,2,2,2
0022400001,1630168,Onyeka Okongwu,ATL,30.7,7,11,0,0,15
0022400001,1630552,Jalen Johnson,ATL,38.85,8,16,0,0,18
0022400001,1630700,Dyson Daniels,ATL,40.95,12,21,5,3,28
0022400001,1630811,Keaton Wallace,ATL,31.93,3,13,0,0,7
0022400001,1631223,David Roddy,ATL,5.23,1,1,0,0,2
0022400001,1642258,Zaccharie Risacher,ATL,24.82,4,13,2,0,8
0022400001,201143,Al Horford,BOS,25.67,3,5,0,0,8
0022400001,201950,Jrue Holiday,BOS,29.0,2,5,4,4,8
0022400001,1627759,Jaylen Brown,BOS,35.93,14,22,10,6,37
0022400001,1628369,Jayson Tatum,BOS,37.43,5,16,8,8,20
0022400001,1628401,Derrick White,BOS,37.87,10,15,5,4,31
0022400001,1628436,Luke Kornet,BOS,4.32,0,0,0,0,0
0022400001,1629674,Neemias Queta,BOS,21.02,0,0,0,0,0
0022400001,1630202,Payton Pritchard,BOS,25.28,2,8,0,0,6
0022400001,1630573,Sam Hauser,BOS,19.1,2,3,0,0,6
0022400001,1641775,Jordan Walsh,BOS,4.38,0,1,0,0,0
0022400002,202699,Tobias Harris,DET,40.12,7,15,2,2,18
0022400002,203501,Tim Hardaway Jr.,DET,18.85,3,6,4,4,11
0022400002,1627736,Malik Beasley,DET,35.3,7,17,3,2,21
0022400002,1630191,Isaiah Stewart,DET,22.72,4,6,6,5,13
0022400002,1630595,Cade Cunningham,DET,37.62,6,15,7,7,21
0022400002,1631093,Jaden Ivey,DET,40.75,8,18,2,2,19
0022400002,1631105,Jalen Duren,DET,30.28,4,5,2,0,8
0022400002,1631323,Simone Fontecchio,DET,23.33,4,8,0,0,10
0022400002,1641842,Ronald Holland II,DET,16.05,0,2,2,2,2
0022400002,201567,Kevin Love,MIA,9.73,1,4,0,0,3
0022400002,1626179,Terry Rozier,MIA,39.52,3,14,1,1,7
0022400002,1626196,Josh Richardson,MIA,7.87,2,3,0,0,5
