game_id,player_id,player_name,team_tricode,min,fgm,fga,fta,ftm,pts
0022500001,201142,Kevin Durant,HOU,47.05,9,16,6,5,23
0022500001,203500,Steven Adams,HOU,36.5,1,4,2,2,4
0022500001,203991,Clint Capela,HOU,7.87,1,1,2,2,4
0022500001,1629006,Josh Okogie,HOU,19.97,1,3,6,5,8
0022500001,1630578,Alperen Sengun,HOU,48.88,12,24,11,10,39
0022500001,1631095,Jabari Smith Jr.,HOU,41.75,7,15,0,0,16
0022500001,1631106,Tari Eason,HOU,21.6,1,6,0,0,3
0022500001,1641708,Amen Thompson,HOU,38.6,8,17,2,2,18
0022500001,1642263,Reed Sheppard,HOU,27.78,3,11,2,1,9
0022500001,1627936,Alex Caruso,OKC,30.18,3,9,0,0,8
0022500001,1628392,Isaiah Hartenstein,OKC,36.85,2,5,2,2,6
0022500001,1628983,Shai Gilgeous-Alexander,OKC,47.22,12,26,14,10,35
0022500001,1629652,Luguentz Dort,OKC,45.25,2,12,2,2,6
0022500001,1630598,Aaron Wiggins,OKC,20.53,4,8,0,0,10
0022500001,1631096,Chet Holmgren,OKC,38.5,11,17,4,4,28
0022500001,1631119,Jaylin Williams,OKC,12.88,1,5,0,0,2
0022500001,1641717,Cason Wallace,OKC,41.65,5,10,2,1,14
0022500001,1642349,Ajay Mitchell,OKC,14.6,6,12,1,1,16
0022500001,1642959,Chris Youngblood,OKC,0.1,0,0,0,0,0
0022500001,1642964,Brooks Barnhizer,OKC,2.25,0,0,0,0,0
0022500002,201143,Al Horford,GSW,20.25,2,7,0,0,5
0022500002,201939,Stephen Curry,GSW,32.07,6,14,8,8,23
0022500002,202710,Jimmy Butler III,GSW,34.73,7,14,16,16,31
0022500002,203110,Draymond Green,GSW,28.4,3,6,3,1,8
0022500002,1627741,Buddy Hield,GSW,22.25,6,11,0,0,17
0022500002,1627780,Gary Payton II,GSW,12.07,3,6,0,0,6
